New SKU,Brand,Upstream Contact,Type,Location,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,W52,W53,W54,W55,W56,W57,W58,W59,W60,W61,W62,W63
GN1076661-Z-WH32491,Woodsworth,Home Sense International,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29374,29374,29374,31874,30624,30624,24999,25999,27799,29299,32932,39199,26713,36799,36799,34799,34799,27999,28299,30799,32999
GN4764471-Z-WH22004,Woodsworth,SHRI HARI IRON UDHYOG,HB-SW,Mumbai,0,0,0,0,0,0,0,37499,37499,37499,17110,41249,41249,41249,41249,41249,41249,44999,44999,44999,44999,44999,44999,44999,47999,47999,50666,47499,49999,49999,55624,55624,57499,57499,51874,51874,51874,51874,53749,53749,53749,53749,53749,53749,51249,52499,48124,48124,39999,40999,43649,45899,51066,51066,51142,48999,48999,48999,46499,38399,40999,46899,50299
GN4764471-Z-WH32481,Woodsworth,Shri Hari Iron Udhyog,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53749,53749,51249,52499,48124,48124,39999,40999,43649,45899,51066,51066,51142,48999,48999,48999,46499,38399,40999,46899,50299
GN4824471-Z-WH22004,Woodsworth,SHRI HARI IRON UDHYOG,HB-SW,Mumbai,0,0,0,0,0,0,0,22499,22499,22499,10856,26249,26249,26249,26249,26249,26249,26249,26249,26249,26249,26249,26249,26249,27999,27999,29332,27499,28749,28749,31874,31874,33124,33124,28749,28749,28749,28749,29374,29374,29374,29374,29374,29374,29374,31249,30624,30624,24999,25999,27699,29199,32799,32799,32856,33799,33799,33799,33799,27299,27599,29699,31899
GN4824471-Z-WH32481,Woodsworth,Shri Hari Iron Udhyog,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29374,29374,29374,31249,30624,30624,24999,25999,27699,29199,32799,32799,32856,33799,33799,33799,33799,27299,27599,29699,31899
GN8004661-Z-WH22695,Woodsworth,Shree Sai Art Palace,HB-SW,Mumbai,36249,33749,33749,33749,33749,33749,33749,33749,36249,36249,16048,36249,36249,36249,38749,38749,38749,42499,42499,42499,42499,44999,48124,48124,46666,46666,49332,46249,49374,49374,49374,49374,51249,51249,44374,44374,44374,44374,45624,45624,45624,45624,45624,45624,45624,46874,45624,45624,37999,38999,40499,42699,47066,47066,47142,48599,48599,45999,45999,37199,37599,41599,44599
GN2728661-Z-WH22695,Woodsworth,Shree Sai Art Palace,HB-SW,Mumbai,43124,39999,39999,39999,39999,39999,39999,39999,43749,43749,18054,43749,43749,43749,47499,47499,47499,47499,47499,47499,47499,47499,47499,47499,50666,50666,53999,50624,53749,53749,53749,53749,55624,55624,34374,34374,48749,48749,48749,48749,48749,48749,48749,48749,48749,49999,48749,48749,39999,40999,43299,45599,50799,53732,53856,55599,55599,55599,54299,43499,43999,47499,50899
GN3074471-Z-WH21248,Woodsworth,HOME SENSE INTERNATIONAL ,HB-SW,Mumbai,0,0,0,0,0,0,0,43749,43749,43749,19234,46249,46249,46249,49999,49999,49999,56249,56249,56249,56249,56249,56249,56249,59999,53332,54666,61249,54999,54999,58124,58124,59999,59999,54374,54374,54374,54374,56249,56249,56249,56249,56249,56249,56249,58124,56249,56249,46999,47999,49499,52199,58932,58932,58999,60899,60899,57999,57999,46799,47299,51799,55499
GN3074471-Z-WH32491,Woodsworth,Home Sense International,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56249,56249,56249,56249,58124,56249,56249,46999,47999,49499,52199,58932,58932,58999,60899,60899,57999,57999,46799,47299,51799,55499
GN2174471-Z-WH22695,Woodsworth,Shree Sai Art Palace,HB-SW,Mumbai,0,0,0,0,0,0,0,33749,33749,33749,16048,38749,38749,38749,42499,42499,42499,44999,44999,44999,44999,44999,44999,44999,47999,47999,51332,48124,51249,51249,50624,50624,52499,52499,47499,47499,47499,47499,48749,48749,48749,48749,48749,48749,48749,49999,48749,48749,39999,40999,42499,44999,48132,47066,47142,48599,48599,45999,45999,37199,30299,38299,38999
GN2174471-Z-WH32480,Woodsworth,Shree Sai Art Palace,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48749,48749,48749,48749,49999,48749,48749,39999,40999,42499,44999,48132,47066,47142,48599,48599,45999,45999,37199,30299,38299,38999
GN4664471-Z-WH22695,Woodsworth,Shree Sai Art Palace,HB-SW,Mumbai,0,0,0,0,0,0,0,49999,49999,49999,23471,56249,56249,56249,61249,61249,61249,63749,63749,63749,63749,63749,63749,63749,67999,63999,67999,63749,67499,67499,71874,71874,74374,74374,64374,64374,64374,64374,66249,66249,66249,66249,66249,66249,64999,66874,61249,61249,50999,51999,56149,59099,67466,67466,67570,69499,69499,69499,66799,54099,44099,55699,53999
GN4664471-Z-WH32480,Woodsworth,Shree Sai Art Palace,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66249,66249,66249,64999,66874,61249,61249,50999,51999,56149,59099,67466,67466,67570,69499,69499,69499,66799,54099,44099,55699,53999
GN3914471-Z-WH22695,Woodsworth,Shree Sai Art Palace,HB-SW,Mumbai,0,0,0,0,0,0,0,49999,49999,49999,23471,56249,56249,56249,61249,61249,61249,61249,61249,61249,61249,61249,61249,61249,67332,67332,71332,66874,71249,71249,71249,71249,73749,73749,64374,64374,64374,64374,66249,66249,66249,66249,66249,66249,64999,66874,61249,61249,50999,51999,56149,59099,67466,67466,67570,69499,69499,69499,66799,54099,54699,60999,65399
GN3914471-Z-WH32480,Woodsworth,Shree Sai Art Palace,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66249,66249,66249,64999,66874,61249,61249,50999,51999,56149,59099,67466,67466,67570,69499,69499,69499,66799,54099,54699,60999,65399
GN8728661-Z-WH22695,Woodsworth,Shree Sai Art Palace,HB-SW,Mumbai,35624,33124,33124,33124,34999,34999,34999,34999,38749,38749,15648,38749,38749,38749,42499,42499,42499,42499,42499,42499,42499,42499,42499,42499,45332,45332,34666,32499,31249,31249,43124,43124,44374,44374,40624,40624,40624,40624,41874,41874,41874,41874,41874,41874,41874,43124,41874,41874,34999,35999,37499,39499,43066,47066,47142,48599,48599,45999,45999,36999,29999,38099,38799
GN8728661-Z-WH32480,Woodsworth,Shree Sai Art Palace,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41874,41874,41874,41874,43124,41874,41874,34999,35999,37499,39499,43066,47066,47142,48599,48599,45999,45999,36999,29999,38099,38799
GN8024471-Z-WH22004,Woodsworth,SHRI HARI IRON UDHYOG,HB-SW,Mumbai,0,0,0,0,0,0,0,37499,37499,37499,17110,41249,41249,41249,41249,41249,41249,43749,43749,43749,43749,43749,43749,43749,47999,47999,50666,47499,49999,49999,55624,55624,57499,57499,51874,51874,51874,51874,53749,53749,53749,53749,53749,53749,51249,52499,48124,48124,39999,40999,43649,45899,51066,51066,51142,48999,48999,48999,46499,38399,40999,46899,50299
GN8024471-Z-WH32481,Woodsworth,Shri Hari Iron Udhyog,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53749,53749,51249,52499,48124,48124,39999,40999,43649,45899,51066,51066,51142,48999,48999,48999,46499,38399,40999,46899,50299
GN9487661-Z-WH10868,Amberville,Vishwakarma Art Palace,HB-SW,Mumbai,76249,76249,76249,76249,76249,76249,76249,76249,78749,78749,26609,44374,44374,76249,76249,76249,76249,76249,76249,76249,76249,76249,76249,76249,81332,81332,86666,81249,86874,86874,84374,84374,87499,87499,87499,87499,87499,87499,87499,87499,87499,66874,58749,87499,87499,80624,78124,78124,67999,68999,70499,74599,86932,86932,86999,90399,85499,85499,85499,67599,54199,69199,66599
GN9487661-Z-WH32489,Amberville,Vishwakarma Art Palace,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58749,87499,87499,80624,78124,78124,67999,68999,70499,74599,86932,86932,86999,90399,85499,85499,85499,67599,54199,69199,66599
GN5605761-Z-WH21497,Amberville,GANGADHAR RATANLAL FURNITURE SHOWROOM,HB-SW,Mumbai,66249,61249,61249,61249,61249,61249,61249,61249,68749,68749,23069,66874,66874,66874,67499,67499,61249,61249,61249,61249,61249,64999,69374,69374,69332,69332,73999,69374,73749,73749,72499,72499,74999,74999,69999,69999,69999,69999,69999,69999,69999,69999,69999,69999,69999,72499,69999,69999,60999,61999,63499,67399,72532,76666,76713,73799,73799,73799,66499,53699,54299,63099,67699
GN5605761-Z-WH32475,Amberville,Gangadhar Ratanlal Furniture Showroom,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69999,72499,69999,69999,60999,61999,63499,67399,72532,76666,76713,73799,73799,73799,66499,53699,54299,63099,67699
GN8061761-Z-WH8834,Woodsworth,Manglam,HB-SW,Mumbai,39999,37499,37499,37499,37499,37499,37499,37499,41249,41249,17700,41249,41249,41249,41249,41249,41249,42499,42499,42499,42499,42499,42499,42499,46666,46666,49332,46249,48749,48749,53749,53749,55624,55624,50624,50624,50624,50624,51874,51874,51874,51874,51874,51874,51874,53124,51874,51874,42999,43999,45499,47899,53599,53599,53713,55299,55299,51999,51999,42399,44999,48499,51999
GN8061761-Z-WH32500,Woodsworth,Manglam,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51874,42999,43999,45499,47899,53599,53599,53713,55299,55299,51999,51999,42399,44999,48499,51999
GN8517761-Z-WH15338,Woodsworth,Ramayan Exim,HB-SW,Mumbai,24999,23124,23124,23124,23749,23749,23749,16874,26249,26249,10856,26249,26249,26249,28749,28749,28749,28749,28749,28749,28749,28749,28749,30624,33999,33999,26666,24999,33999,33999,33749,33749,34999,34999,31874,31874,31874,31874,33124,33124,33124,33124,33124,33124,33124,34374,24999,24999,19999,20999,22399,23399,25466,25466,22856,25899,25899,26799,26799,22599,18999,28299,28799
GN5701621-Z-WH4248,Mudramark,Vishwakarma Antique,HB-SW,Mumbai,80624,80624,80624,80624,81249,81249,81249,81249,83749,83749,27886,83749,83749,83749,83749,83749,83749,83749,83749,83749,83749,83749,83749,83749,92666,92666,99332,93124,99999,79374,84374,84374,86874,86874,83124,83124,83124,83124,83124,83124,83124,83124,83124,83124,83124,85624,83124,83124,72999,73999,75499,79299,89065,89066,89142,91299,88099,88099,88099,69999,70699,83599,89599
GN6675771-Z-WH21248,Woodsworth,HOME SENSE INTERNATIONAL ,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28749,28749,28749,29374,29374,26874,26874,26874,26874,27499,27499,27499,29374,29374,29374,29374,29999,24999,24999,19999,20999,22399,23399,25466,25466,25570,29299,29299,28099,28099,23199,24799,28099,30199
GN6675771-Z-WH32491,Woodsworth,Home Sense International,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24999,19999,20999,22399,23399,25466,25466,25570,29299,29299,28099,28099,23199,24799,28099,30199
GN0576961-Z-WH19706,Mudramark,WOODENMOOD,HB-SW,Mumbai,68124,68124,68124,68124,68749,68749,68749,68749,71249,71249,24544,71249,71249,71249,71249,71249,71249,71249,71249,71249,71249,71249,71249,71249,69999,69999,70666,66249,69999,69999,74374,74374,76874,76874,76874,76874,76874,76874,76874,76874,76874,76874,76874,76874,76874,79374,76874,76874,67999,68999,70499,74899,77999,77999,77999,80799,77499,77499,77499,61599,62299,71199,76299
GN0576961-Z-WH32492,Mudramark,Woodenmood,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76874,76874,76874,79374,76874,76874,67999,68999,70499,74899,77999,77999,77999,80799,77499,77499,77499,61599,62299,71199,76299
GN4744961-Z-WH21248,Woodsworth,HOME SENSE INTERNATIONAL ,HB-SW,Mumbai,46874,43749,43749,43749,43749,43749,43749,43749,47499,47499,19234,47499,47499,47499,51249,51249,51249,54999,54999,54999,54999,54999,58749,58749,58666,52666,55999,56249,54999,54999,58124,58124,59999,59999,54374,54374,54374,54374,56249,56249,56249,56249,56249,56249,56249,58124,56249,56249,46999,47999,49499,52199,58932,58932,58999,60899,60899,57999,57999,46799,47299,51799,55499
GN4744961-Z-WH32491,Woodsworth,Home Sense International,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56249,56249,56249,56249,58124,56249,56249,46999,47999,49499,52199,58932,58932,58999,60899,60899,57999,57999,46799,47299,51799,55499
GN6782761-Z-WH13834,Woodsworth,Vintej Home,HB-SW,Mumbai,26874,24999,24999,24999,24999,24999,24999,24999,27499,27499,11564,27499,27499,27499,27499,27499,27499,27499,27499,27499,27499,27499,27499,27499,30666,30666,32666,30624,32499,32499,34374,34374,35624,35624,31874,31874,31874,31874,33124,33124,33124,33124,33124,33124,33124,34374,32499,32499,26999,27999,28499,29999,33732,33732,33856,34899,34899,33499,33499,27099,27399,30199,32399
GN6782761-Z-WH32484,Woodsworth,Vintej Home,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33124,33124,33124,34374,32499,32499,26999,27999,28499,29999,33732,33732,33856,34899,34899,33499,33499,27099,27399,30199,32399
GN5744961-Z-WH21248,Woodsworth,HOME SENSE INTERNATIONAL ,HB-SW,Mumbai,46874,43749,43749,43749,43749,43749,43749,43749,47499,47499,19234,47499,47499,47499,51249,51249,51249,54999,54999,54999,54999,54999,58749,58749,58666,52666,55999,56249,54999,54999,58124,58124,59999,59999,54374,54374,54374,54374,56249,56249,56249,56249,56249,56249,56249,58124,56249,56249,46999,47999,49499,52199,58932,58932,58999,60899,60899,57999,57999,46799,47299,51799,55499
GN5744961-Z-WH32491,Woodsworth,Home Sense International,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56249,56249,56249,56249,58124,56249,56249,46999,47999,49499,52199,58932,58932,58999,60899,60899,57999,57999,46799,47299,51799,55499
GN8744961-Z-WH21248,Woodsworth,HOME SENSE INTERNATIONAL ,HB-SW,Mumbai,26874,24999,24999,24999,24999,24999,24999,24999,27499,27499,10991,27499,27499,27499,29999,29999,29999,29999,29999,29999,29999,29999,29999,28749,30666,26666,27332,25624,25624,25624,26874,26874,30624,30624,28124,28124,28124,28124,28749,28749,28749,28749,28749,28749,28749,31249,30624,30624,24999,25999,27449,28899,32399,32399,32428,33399,33399,33399,33399,26899,27199,29699,31899
GN8744961-Z-WH32491,Woodsworth,Home Sense International,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28749,28749,28749,31249,30624,30624,24999,25999,27449,28899,32399,32399,32428,33399,33399,33399,33399,26899,27199,29699,31899
GN1828661-Z-WH22695,Woodsworth,Shree Sai Art Palace,HB-SW,Mumbai,18749,18124,18124,18124,18749,18749,18749,18749,20624,20624,8496,20624,20624,20624,22499,22499,22499,22499,22499,22499,22499,22499,22499,22499,24666,24666,25999,24374,25624,25624,25624,25624,26249,26249,22499,22499,22499,22499,23124,23124,23124,23124,23124,23124,23124,23749,22499,22499,17999,18999,20399,21499,23066,23732,23856,24599,24599,24599,24599,19899,20099,22199,23799
GN1828661-Z-WH32480,Woodsworth,Shree Sai Art Palace,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23124,23124,23124,23749,22499,22499,17999,18999,20399,21499,23066,23732,23856,24599,24599,24599,24599,19899,20099,22199,23799
GN5782761-Z-WH13834,Woodsworth,Vintej Home,HB-SW,Mumbai,31874,29999,29999,29999,29999,29999,29999,29999,32499,32499,13570,32499,32499,32499,32499,32499,32499,32499,32499,32499,32499,34999,37499,37499,37332,45332,47999,44999,47499,47499,50624,50624,52499,52499,47499,47499,47499,47499,48749,48749,48749,48749,48749,48749,48749,48124,46874,46874,38999,39999,41499,43799,48532,43999,43999,45699,45699,45699,45499,36699,37099,39899,42799
GN5782761-Z-WH32484,Woodsworth,Vintej Home,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48749,48749,48749,48124,46874,46874,38999,39999,41499,43799,48532,43999,43999,45699,45699,45699,45499,36699,37099,39899,42799
GN3513371-Z-WH32511,Woodsworth,AM Craft,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48749,48749,48749,56874,54374,54374,44999,45999,49849,52499,55999,55999,51856,56299,56299,56299,56099,44999,43799,43299,38999
GN1350071-Z-WH22879,Mudramark,Designs Craft Inc,HB-SW,Mumbai,60624,60624,60624,60624,61249,61249,61249,61249,63749,63749,23246,63749,63749,63749,63749,63749,63749,63749,63749,63749,63749,63749,63749,63749,69999,69999,74666,69999,74374,68124,72499,72499,74999,74999,46249,46249,65624,65624,65624,65624,65624,65624,65624,65624,65624,70624,68749,68749,59999,60999,62499,65999,76266,76266,76285,74099,74099,72699,72699,58299,47199,67799,64599
GN7795771-Z-WH22004,Woodsworth,SHRI HARI IRON UDHYOG,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63124,63124,63124,63124,64999,64999,58749,58749,58749,58749,60624,60624,60624,60624,60624,60624,60624,62499,60624,60624,49999,50999,52499,55299,62932,62932,62999,64799,64799,64799,63699,51299,51899,56099,60199
GN0799261-Z-WH32481,Woodsworth,Shri Hari Iron Udhyog,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62499,64374,58749,58749,48999,49999,52649,55399,62932,62932,62999,64699,64699,64699,62299,50499,51099,56599,60699
GN4605761-Z-WH21497,Amberville,GANGADHAR RATANLAL FURNITURE SHOWROOM,HB-SW,Mumbai,48124,48124,48124,48124,48749,48749,48749,48749,51249,51249,17523,51249,51249,51249,51249,51249,51249,51249,51249,51249,51249,51249,51249,51249,56666,56666,60666,56874,60624,60624,54999,54999,56874,56874,53124,53124,53124,53124,53124,53124,53124,53124,53124,53124,53124,54999,53124,53124,45999,46999,48499,51499,55065,55066,55142,57099,57099,57099,56999,44899,45399,49099,52699
GN4605761-Z-WH32475,Amberville,Gangadhar Ratanlal Furniture Showroom,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53124,54999,53124,53124,45999,46999,48499,51499,55065,55066,55142,57099,57099,57099,56999,44899,45399,49099,52699
GN8362761-Z-WH13834,Woodsworth,Vintej Home,HB-SW,Mumbai,58749,52499,52499,52499,52499,52499,52499,52499,56249,56249,24544,56249,56249,56249,56249,56249,56249,56249,56249,56249,56249,59999,63749,63749,63999,79999,84666,79374,84374,84374,89999,89999,93124,93124,84374,84374,84374,84374,86874,86874,86874,86874,86874,86874,58749,81874,79374,79374,65999,66999,68499,72799,84799,84799,84856,88899,88899,88899,88899,70799,71599,77199,82799
GN2576961-Z-WH19706,Mudramark,WOODENMOOD,HB-SW,Mumbai,71249,71249,71249,71249,71249,71249,71249,71249,73749,73749,25547,73749,73749,73749,73749,73749,73749,73749,73749,73749,73749,73749,73749,73749,78666,78666,73332,68749,73124,73124,78124,78124,80624,80624,76874,76874,76874,76874,76874,76874,76874,76874,76874,76874,76874,79374,76874,76874,66999,67999,69499,73599,81199,81199,81285,84199,84199,84199,80099,63699,64399,74399,79799
GN2576961-Z-WH32492,Mudramark,Woodenmood,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76874,76874,76874,79374,76874,76874,66999,67999,69499,73599,81199,81199,81285,84199,84199,84199,80099,63699,64399,74399,79799
GN2045261-Z-WH21497,Amberville,GANGADHAR RATANLAL FURNITURE SHOWROOM,HB-SW,Mumbai,53749,53749,53749,53749,53749,53749,53749,53749,56249,56249,19765,56249,56249,56249,56249,56249,56249,56249,56249,56249,56249,56249,56249,56249,61999,61999,43332,40624,61999,61999,61874,61874,63749,63749,63749,63749,63749,63749,63749,63749,63749,63749,63749,63749,66249,68749,66249,66249,57999,58999,60499,64599,62132,63199,47570,65699,65699,62799,62799,49699,50199,53999,57899
GN2045261-Z-WH32475,Amberville,Gangadhar Ratanlal Furniture Showroom,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66249,68749,66249,66249,57999,58999,60499,64599,62132,63199,47570,65699,65699,62799,62799,49699,50199,53999,57899
GN2085951-Z-WH32491,Woodsworth,Home Sense International,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51249,51249,52499,56249,54374,54374,44999,45999,47499,49999,56266,56266,56285,55999,55999,53299,53299,43599,44499,51299,54999
GN3644961-Z-WH21248,Woodsworth,HOME SENSE INTERNATIONAL ,HB-SW,Mumbai,35624,33124,33124,33124,34999,34999,34999,34999,38749,38749,14496,38749,38749,38749,42499,42499,42499,46249,46249,46249,46249,46249,46249,43749,46666,41999,43332,32499,32499,32499,33749,33749,34374,34374,31874,31874,31874,31874,32499,32499,32499,32499,32499,32499,43749,44999,41249,41249,33999,34999,36499,38399,41732,41732,41856,42999,42999,42999,36999,30799,33899,38799,41599
GN3644961-Z-WH32491,Woodsworth,Home Sense International,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32499,32499,32499,43749,44999,41249,41249,33999,34999,36499,38399,41732,41732,41856,42999,42999,42999,36999,30799,33899,38799,41599
GN4045261-Z-WH21497,Amberville,GANGADHAR RATANLAL FURNITURE SHOWROOM,HB-SW,Mumbai,23749,23749,23749,23749,23749,23749,23749,23749,24999,24999,9499,24999,24999,24999,24999,24999,24999,24999,24999,24999,24999,24999,24999,26874,29999,29999,31999,29999,31874,31874,30624,30624,31874,31874,29374,29374,29374,29374,29374,29374,29374,29374,29374,29374,29374,30624,29374,29374,24999,25999,26499,28099,30532,30532,30570,31799,31799,31799,34665,27799,28099,31399,33699
GN4045261-Z-WH32475,Amberville,Gangadhar Ratanlal Furniture Showroom,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29374,30624,29374,29374,24999,25999,26499,28099,30532,30532,30570,31799,31799,31799,34665,27799,28099,31399,33699
GN6629761-Z-WH2203,Woodsworth,Saffron Art & Craft,HB-SW,Mumbai,53124,47499,47499,47499,47499,47499,47499,47499,51249,51249,21594,51249,51249,51249,51249,52499,52499,56249,56249,56249,56249,56249,56249,56249,61999,61999,65999,61874,65624,65624,51874,62499,64374,64374,58749,58749,58749,58749,60624,60624,60624,60624,60624,60624,60624,63749,61874,61874,50999,51999,55949,58899,69199,71466,71570,74099,74099,74099,70799,56899,46099,66899,63799
GN7744961-Z-WH21248,Woodsworth,HOME SENSE INTERNATIONAL ,HB-SW,Mumbai,26874,24999,24999,24999,24999,24999,24999,24999,27499,27499,10991,27499,27499,27499,29999,29999,29999,29999,29999,29999,29999,29999,29999,28749,30666,26666,27332,25624,25624,25624,26874,26874,27499,27499,24999,24999,24999,24999,25624,25624,25624,25624,25624,25624,25624,31249,30624,30624,24999,25999,27449,28899,32399,32399,32428,33399,33399,33399,33399,26899,27199,29699,31899
GN7744961-Z-WH32491,Woodsworth,Home Sense International,HB-SW,Mumbai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25624,25624,25624,31249,30624,30624,24999,25999,27449,28899,32399,32399,32428,33399,33399,33399,33399,26899,27199,29699,31899
GN4524471-Z-WH22004,Woodsworth,SHRI HARI IRON UDHYOG,HB-SW,Mumbai,0,0,0,0,0,0,0,33749,33749,33749,15930,38124,38124,38124,38749,38749,38749,38749,38749,38749,38749,38749,38749,38749,42666,42666,45332,42499,44999,44999,49999,49999,51874,51874,45624,45624,45624,45624,46874,46874,46874,46874,46874,46874,46874,48124,46874,46874,38999,39999,41499,43799,48532,48532,48570,49999,49999,48699,48699,39299,31999,41699,42399
GN0549071-Z-WH22879,Mudramark,Designs Craft Inc,HB-SW,Mumbai,52499,52499,52499,52499,52499,52499,52499,52499,54999,54999,19588,54999,54999,54999,54999,52499,52499,52499,52499,52499,52499,52499,52499,52499,57999,57999,61332,57499,61249,57499,61249,61249,63124,63124,59999,59999,59999,59999,59999,59999,59999,50624,50624,50624,50624,51874,54374,54374,46999,47999,49499,52099,58799,61732,61856,63999,63999,63999,62799,50099,50599,60399,64799
